Wavelength,Reading
727.81,0.04159
728.68,0.04158
729.56,0.04159
730.44,0.04155
731.31,0.04153
732.19,0.04161
733.06,0.04156
733.94,0.04157
734.81,0.04156
735.69,0.04156
736.56,0.04155
737.43,0.04154
738.31,0.04155
739.18,0.04151
740.05,0.0415
740.92,0.04152
741.79,0.04152
742.67,0.04157
743.54,0.04154
744.41,0.04148
745.28,0.04155
746.15,0.04149
747.02,0.04152
747.89,0.04148
748.75,0.0415
749.62,0.04151
750.49,0.04152
751.36,0.0415
752.23,0.04147
753.09,0.04151
753.96,0.04154
754.83,0.04154
755.69,0.04149
756.56,0.04147
757.42,0.0415
758.29,0.04148
759.15,0.04151
760.01,0.04149
760.88,0.04143
761.74,0.04149
762.6,0.04147
763.47,0.04147
764.33,0.04146
765.19,0.04149
766.05,0.04148
766.91,0.04147
767.78,0.04141
768.64,0.04144
769.5,0.0415
770.36,0.04148
771.21,0.04146
772.07,0.04144
772.93,0.04146
773.79,0.04139
774.65,0.04145
775.51,0.0414
776.36,0.04138
777.22,0.04139
778.08,0.04141
778.93,0.04142
779.79,0.04144
780.64,0.04142
781.5,0.04142
782.35,0.0414
783.21,0.04141
784.06,0.04139
784.92,0.0413
785.77,0.04142
786.62,0.0414
787.47,0.04136
788.33,0.0414
789.18,0.04138
790.03,0.04137
790.88,0.04133
791.73,0.04139
792.58,0.04141
793.43,0.04138
794.28,0.04136
795.13,0.0414
795.98,0.04138
796.83,0.04136
797.68,0.04131
798.53,0.04129
799.37,0.04139
800.22,0.04135
801.07,0.04132
801.91,0.04136
802.76,0.04132
803.61,0.0413
804.45,0.04129
805.3,0.04129
806.14,0.04129
806.98,0.04133
807.83,0.04137
808.67,0.0413
809.52,0.04132
810.36,0.0413
811.2,0.04132
812.04,0.04129
812.89,0.04129
813.73,0.04131
814.57,0.04128
815.41,0.04128
816.25,0.04126
817.09,0.04128
817.93,0.04123
818.77,0.04123
819.61,0.04134
820.45,0.04122
821.28,0.04133
822.12,0.04129
822.96,0.04124
823.8,0.04123
824.63,0.04121
825.47,0.0412
826.31,0.04125
827.14,0.04127
827.98,0.04127
828.81,0.04131
829.65,0.04126
830.48,0.04129
831.31,0.04128
832.15,0.04121
832.98,0.04131
833.81,0.04125
834.65,0.0413
835.48,0.04133
836.31,0.04127
837.14,0.04127
837.97,0.04124
838.8,0.04116
839.63,0.04119
840.46,0.04118
841.29,0.04126
842.12,0.04118
842.95,0.04123
843.78,0.04123
844.61,0.04128
845.44,0.04122
846.26,0.04128
847.09,0.04125
847.92,0.04127
848.74,0.04119
849.57,0.04116
850.4,0.04116
851.22,0.04118
852.05,0.04118
852.87,0.04118
853.69,0.04126
854.52,0.04117
855.34,0.0412
856.17,0.04111
856.99,0.04111
857.81,0.04111
858.63,0.04125
