Wavelength,Reading
535.71,0.0421
536.66,0.04204
537.61,0.04186
538.56,0.04198
539.51,0.0418
540.46,0.04174
541.41,0.0418
542.36,0.04174
543.31,0.04197
544.26,0.0418
545.21,0.0418
546.16,0.04175
547.11,0.0417
548.06,0.04175
549.01,0.0417
549.95,0.04175
550.9,0.04181
551.85,0.04186
552.79,0.04182
553.74,0.04181
554.68,0.04176
555.63,0.04201
556.57,0.04176
557.52,0.04176
558.46,0.04176
559.4,0.04167
560.35,0.04162
561.29,0.04154
562.23,0.04181
563.18,0.04167
564.12,0.04176
565.06,0.04184
566,0.04184
566.94,0.0418
567.88,0.0418
568.82,0.04176
569.76,0.04172
570.7,0.04167
571.64,0.04163
572.58,0.04188
573.52,0.04175
574.45,0.04163
575.39,0.04175
576.33,0.04167
577.27,0.04174
578.2,0.04174
579.14,0.0417
580.07,0.04181
581.01,0.04173
581.94,0.04161
582.88,0.0416
583.81,0.04172
584.75,0.04171
585.68,0.04162
586.61,0.04165
587.55,0.04169
588.48,0.04165
589.41,0.04176
590.34,0.04183
591.27,0.04183
592.21,0.04178
593.14,0.04169
594.07,0.04173
595,0.04176
595.93,0.04168
596.86,0.04171
597.78,0.04171
598.71,0.04178
599.64,0.04161
600.57,0.04173
601.5,0.04176
602.42,0.04172
603.35,0.04167
604.28,0.04158
605.2,0.04182
606.13,0.04157
607.05,0.04161
607.98,0.04152
608.9,0.04155
609.83,0.04163
610.75,0.04162
611.68,0.04161
612.6,0.04161
613.52,0.04169
614.44,0.04173
615.37,0.04172
616.29,0.04155
617.21,0.04167
618.13,0.04162
619.05,0.0417
619.97,0.04165
620.89,0.0416
621.81,0.04164
622.73,0.04163
623.65,0.04163
624.57,0.04171
625.49,0.04166
626.4,0.04157
627.32,0.04152
628.24,0.04161
629.15,0.04147
630.07,0.04156
630.99,0.0416
631.9,0.04155
632.82,0.04159
633.73,0.04162
634.65,0.04152
635.56,0.04157
636.48,0.04166
637.39,0.04161
638.3,0.04178
639.21,0.04156
640.13,0.04151
641.04,0.04146
641.95,0.0415
642.86,0.04145
643.77,0.04141
644.68,0.04163
645.59,0.04162
646.5,0.04149
647.41,0.04157
648.32,0.04153
649.23,0.04148
650.14,0.04148
651.05,0.0416
651.96,0.0416
652.86,0.04159
653.77,0.04159
654.68,0.04154
655.58,0.04145
656.49,0.04154
657.4,0.04154
658.3,0.0415
659.21,0.04145
660.11,0.04153
661.01,0.04152
661.92,0.0416
662.82,0.04143
663.72,0.04147
664.63,0.04146
665.53,0.04145
666.43,0.04145
667.33,0.04149
668.23,0.04153
669.14,0.04153
670.04,0.04153
670.94,0.04152
671.84,0.04152
672.74,0.04151
673.64,0.04142
674.53,0.04155
675.43,0.04141
676.33,0.0414
677.23,0.04144
678.13,0.0414
679.02,0.04144
679.92,0.04144
680.82,0.04139
681.71,0.04129
682.61,0.04147
683.5,0.04142
684.4,0.04146
685.29,0.04146
686.19,0.04141
687.08,0.04132
687.97,0.04145
688.87,0.04145
689.76,0.0414
690.65,0.0414
691.54,0.04143
692.44,0.04129
693.33,0.04138
694.22,0.04142
695.11,0.04152
696,0.04156
696.89,0.04142
697.78,0.04155
698.67,0.04146
699.56,0.0415
700.44,0.04131
701.33,0.04149
702.22,0.0414
703.11,0.04153
703.99,0.04149
704.88,0.04139
705.77,0.04139
706.65,0.04143
707.54,0.04138
708.42,0.04138
709.31,0.04142
710.19,0.04129
711.08,0.04146
711.96,0.04142
712.84,0.0415
713.73,0.04142
714.61,0.04133
715.49,0.04141
716.37,0.04158
717.26,0.04145
718.14,0.04149
719.02,0.04137
719.9,0.04136
720.78,0.04136
721.66,0.04144
722.54,0.04148
723.42,0.04156
724.3,0.04131
725.17,0.04151
726.05,0.04151
726.93,0.04151
727.81,0.04143
728.68,0.04142
729.56,0.04142
730.44,0.04142
731.31,0.04138
732.19,0.04146
733.06,0.04138
733.94,0.04145
734.81,0.04133
735.69,0.04133
736.56,0.04141
737.43,0.0414
738.31,0.04144
739.18,0.04139
740.05,0.04143
740.92,0.04135
741.79,0.04146
742.67,0.0413
743.54,0.0413
