Wavelength,Reading
727.81,0.03623
728.68,0.03618
729.56,0.03614
730.44,0.03607
731.31,0.03596
732.19,0.03597
733.06,0.03596
733.94,0.0359
734.81,0.03583
735.69,0.03577
736.56,0.03563
737.43,0.03563
738.31,0.0356
739.18,0.03553
740.05,0.03558
740.92,0.03554
741.79,0.03543
742.67,0.03538
743.54,0.03535
744.41,0.03524
745.28,0.03527
746.15,0.03519
747.02,0.0351
747.89,0.03505
748.75,0.03503
749.62,0.03498
750.49,0.03492
751.36,0.03491
752.23,0.03478
753.09,0.03472
753.96,0.03463
754.83,0.03462
755.69,0.03452
756.56,0.03449
757.42,0.03448
758.29,0.03441
759.15,0.03439
760.01,0.03433
760.88,0.03426
761.74,0.03418
762.6,0.03413
763.47,0.03404
764.33,0.034
765.19,0.03397
766.05,0.03392
766.91,0.03388
767.78,0.0338
768.64,0.0338
769.5,0.03372
770.36,0.03372
771.21,0.03363
772.07,0.03358
772.93,0.03353
773.79,0.0334
774.65,0.03339
775.51,0.0333
776.36,0.03325
777.22,0.03323
778.08,0.03316
778.93,0.03321
779.79,0.03316
780.64,0.03309
781.5,0.03305
782.35,0.03297
783.21,0.03297
784.06,0.03285
784.92,0.03281
785.77,0.03281
786.62,0.03278
787.47,0.03271
788.33,0.03268
789.18,0.03267
790.03,0.03259
790.88,0.03258
791.73,0.03253
792.58,0.03252
793.43,0.03248
794.28,0.03242
795.13,0.03234
795.98,0.03227
796.83,0.03227
797.68,0.03227
798.53,0.03223
799.37,0.03216
800.22,0.03211
801.07,0.03204
801.91,0.03203
802.76,0.03196
803.61,0.03191
804.45,0.03191
805.3,0.03182
806.14,0.03178
806.98,0.03178
807.83,0.03176
808.67,0.03167
809.52,0.03166
810.36,0.03158
811.2,0.03155
812.04,0.03145
812.89,0.03145
813.73,0.03144
814.57,0.03139
815.41,0.03136
816.25,0.03128
817.09,0.03126
817.93,0.03122
818.77,0.03121
819.61,0.03123
820.45,0.03115
821.28,0.03116
822.12,0.03108
822.96,0.03106
823.8,0.03105
824.63,0.03096
825.47,0.03096
826.31,0.03096
827.14,0.03096
827.98,0.03085
828.81,0.03087
829.65,0.03077
830.48,0.03075
831.31,0.03077
832.15,0.03073
832.98,0.03076
833.81,0.03076
834.65,0.03072
835.48,0.03063
836.31,0.03069
837.14,0.03057
837.97,0.03054
838.8,0.03045
839.63,0.03052
840.46,0.03045
841.29,0.03037
842.12,0.03034
842.95,0.03036
843.78,0.03035
844.61,0.03038
845.44,0.03032
846.26,0.03032
847.09,0.03025
847.92,0.03035
848.74,0.03025
849.57,0.03016
850.4,0.03016
851.22,0.03022
852.05,0.03013
852.87,0.03006
853.69,0.03011
854.52,0.03005
855.34,0.03002
856.17,0.03002
856.99,0.02997
857.81,0.02996
858.63,0.02996
