Wavelength,Reading
728.68,0.28157
729.56,0.28358
730.44,0.28521
731.31,0.28595
732.19,0.2856
733.06,0.28526
733.94,0.28405
734.81,0.2828
735.69,0.28168
736.56,0.28312
737.43,0.28546
738.31,0.28724
739.18,0.2885
740.05,0.28866
740.92,0.28773
741.79,0.28673
742.67,0.28551
743.54,0.28326
744.41,0.28231
745.28,0.28254
746.15,0.28368
747.02,0.28644
747.89,0.28921
748.75,0.29044
749.62,0.29038
750.49,0.28959
751.36,0.28798
752.23,0.28656
753.09,0.2842
753.96,0.28247
754.83,0.2845
755.69,0.28553
756.56,0.2879
757.42,0.28957
758.29,0.29076
759.15,0.2906
760.01,0.28985
760.88,0.28716
761.74,0.28549
762.6,0.28542
763.47,0.28453
764.33,0.28425
765.19,0.28446
766.05,0.28668
766.91,0.28955
767.78,0.29041
768.64,0.29159
769.5,0.2921
770.36,0.29019
771.21,0.28908
772.07,0.28601
772.93,0.28568
773.79,0.28413
774.65,0.28507
775.51,0.28629
776.36,0.28766
777.22,0.28934
778.08,0.29067
778.93,0.29008
779.79,0.28929
780.64,0.28839
781.5,0.28654
782.35,0.28506
783.21,0.28406
784.06,0.28324
784.92,0.28439
785.77,0.28563
786.62,0.28717
787.47,0.28856
788.33,0.29037
789.18,0.28947
790.03,0.28981
790.88,0.2877
791.73,0.28691
792.58,0.28473
793.43,0.28305
794.28,0.28372
795.13,0.2837
795.98,0.28602
796.83,0.28793
797.68,0.28924
798.53,0.2906
799.37,0.29173
800.22,0.29145
801.07,0.29022
801.91,0.28743
802.76,0.2862
803.61,0.28439
804.45,0.28448
805.3,0.28507
806.14,0.28583
806.98,0.28698
807.83,0.28744
808.67,0.28813
809.52,0.28966
810.36,0.28899
811.2,0.28926
812.04,0.28798
812.89,0.28504
813.73,0.28526
814.57,0.28328
815.41,0.28421
816.25,0.28384
817.09,0.28324
817.93,0.28369
818.77,0.28558
819.61,0.28856
820.45,0.28934
821.28,0.29101
822.12,0.29283
822.96,0.29006
823.8,0.28896
824.63,0.28571
825.47,0.28553
826.31,0.28326
827.14,0.28315
827.98,0.28373
828.81,0.28496
829.65,0.28532
