Wavelength,Reading
727.81,0.02077
728.68,0.02075
729.56,0.02077
730.44,0.02083
731.31,0.02092
732.19,0.02088
733.06,0.02105
733.94,0.02094
734.81,0.02094
735.69,0.02094
736.56,0.02107
737.43,0.02105
738.31,0.02117
739.18,0.02117
740.05,0.02121
740.92,0.02119
741.79,0.02134
742.67,0.02122
743.54,0.02111
744.41,0.02126
745.28,0.02136
746.15,0.02124
747.02,0.0214
747.89,0.02141
748.75,0.02134
749.62,0.02148
750.49,0.02151
751.36,0.02164
752.23,0.02162
753.09,0.02163
753.96,0.02171
754.83,0.02174
755.69,0.0217
756.56,0.02173
757.42,0.02186
758.29,0.0218
759.15,0.02177
760.01,0.02186
760.88,0.02188
761.74,0.02183
762.6,0.02195
763.47,0.02186
764.33,0.02194
765.19,0.0221
766.05,0.02209
766.91,0.02215
767.78,0.02216
768.64,0.02214
769.5,0.02217
770.36,0.02221
771.21,0.02219
772.07,0.02222
772.93,0.02237
773.79,0.02223
774.65,0.02232
775.51,0.02233
776.36,0.02243
777.22,0.02248
778.08,0.02252
778.93,0.02255
779.79,0.02264
780.64,0.0224
781.5,0.0226
782.35,0.02251
783.21,0.02255
784.06,0.02268
784.92,0.02266
785.77,0.02282
786.62,0.02266
787.47,0.02297
788.33,0.02286
789.18,0.02289
790.03,0.02287
790.88,0.0228
791.73,0.02305
792.58,0.0232
793.43,0.0232
794.28,0.02316
795.13,0.02316
795.98,0.02322
796.83,0.02331
797.68,0.02321
798.53,0.02332
799.37,0.02329
800.22,0.02338
801.07,0.02349
801.91,0.02361
802.76,0.02362
803.61,0.02356
804.45,0.02357
805.3,0.02367
806.14,0.02369
806.98,0.02375
807.83,0.02383
808.67,0.02368
809.52,0.0237
810.36,0.02385
811.2,0.02385
812.04,0.0239
812.89,0.02395
813.73,0.02406
814.57,0.02407
815.41,0.02407
816.25,0.02404
817.09,0.02434
817.93,0.02422
818.77,0.02432
819.61,0.02402
820.45,0.02436
821.28,0.02432
822.12,0.02443
822.96,0.0244
823.8,0.02451
824.63,0.02434
825.47,0.0245
826.31,0.02461
827.14,0.02455
827.98,0.02456
828.81,0.02473
829.65,0.02452
830.48,0.02477
831.31,0.02474
832.15,0.02463
832.98,0.02489
833.81,0.02486
834.65,0.02488
835.48,0.02502
836.31,0.025
837.14,0.02505
837.97,0.02518
838.8,0.02523
839.63,0.02502
840.46,0.02524
841.29,0.02537
842.12,0.02524
842.95,0.02526
843.78,0.02553
844.61,0.02531
845.44,0.02536
846.26,0.02574
847.09,0.02545
847.92,0.02552
848.74,0.0256
849.57,0.02571
850.4,0.02558
851.22,0.02555
852.05,0.0257
852.87,0.02587
853.69,0.02592
854.52,0.02592
855.34,0.0258
856.17,0.02616
856.99,0.02603
857.81,0.02598
858.63,0.02601
