x-axis,1
second,Volt
-2.500006400000e-002,5.19193e-001
-2.497506400000e-002,5.27233e-001
-2.495006400000e-002,5.35273e-001
-2.492506400000e-002,5.47333e-001
-2.490006400000e-002,5.51354e-001
-2.487506400000e-002,5.55374e-001
-2.485006400000e-002,5.63414e-001
-2.482506400000e-002,5.71454e-001
-2.480006400000e-002,5.75474e-001
-2.477506400000e-002,5.79494e-001
-2.475006400000e-002,5.87534e-001
-2.472506400000e-002,5.91555e-001
-2.470006400000e-002,5.95575e-001
-2.467506400000e-002,5.95575e-001
-2.465006400000e-002,5.99595e-001
-2.462506400000e-002,5.99595e-001
-2.460006400000e-002,6.03615e-001
-2.457506400000e-002,6.07635e-001
-2.455006400000e-002,6.07635e-001
-2.452506400000e-002,6.07635e-001
-2.450006400000e-002,6.07635e-001
-2.447506400000e-002,6.03615e-001
-2.445006400000e-002,6.03615e-001
-2.442506400000e-002,6.03615e-001
-2.440006400000e-002,5.99595e-001
-2.437506400000e-002,5.95575e-001
-2.435006400000e-002,5.91555e-001
-2.432506400000e-002,5.91555e-001
-2.430006400000e-002,5.87534e-001
-2.427506400000e-002,5.79494e-001
-2.425006400000e-002,5.75474e-001
-2.422506400000e-002,5.71454e-001
-2.420006400000e-002,5.67434e-001
-2.417506400000e-002,5.59394e-001
-2.415006400000e-002,5.51354e-001
-2.412506400000e-002,5.43313e-001
-2.410006400000e-002,5.39293e-001
-2.407506400000e-002,5.27233e-001
-2.405006400000e-002,5.23213e-001
-2.402506400000e-002,5.15173e-001
-2.400006400000e-002,5.03112e-001
-2.397506400000e-002,4.95072e-001
-2.395006400000e-002,4.83012e-001
-2.392506400000e-002,4.78992e-001
-2.390006400000e-002,4.66931e-001
-2.387506400000e-002,4.54871e-001
-2.385006400000e-002,4.50851e-001
-2.382506400000e-002,4.38791e-001
-2.380006400000e-002,4.26730e-001
-2.377506400000e-002,4.22710e-001
-2.375006400000e-002,4.10650e-001
-2.372506400000e-002,4.02610e-001
-2.370006400000e-002,3.90550e-001
-2.367506400000e-002,3.82509e-001
-2.365006400000e-002,3.74469e-001
-2.362506400000e-002,3.66429e-001
-2.360006400000e-002,3.54369e-001
-2.357506400000e-002,3.50349e-001
-2.355006400000e-002,3.42308e-001
-2.352506400000e-002,3.34268e-001
-2.350006400000e-002,3.26228e-001
-2.347506400000e-002,3.18188e-001
-2.345006400000e-002,3.10147e-001
-2.342506400000e-002,3.06127e-001
-2.340006400000e-002,2.98087e-001
-2.337506400000e-002,2.94067e-001
-2.335006400000e-002,2.86027e-001
-2.332506400000e-002,2.82007e-001
-2.330006400000e-002,2.77987e-001
-2.327506400000e-002,2.69947e-001
-2.325006400000e-002,2.65926e-001
-2.322506400000e-002,2.57886e-001
-2.320006400000e-002,2.57886e-001
-2.317506400000e-002,2.53866e-001
-2.315006400000e-002,2.49846e-001
-2.312506400000e-002,2.45826e-001
-2.310006400000e-002,2.41806e-001
-2.307506400000e-002,2.37786e-001
-2.305006400000e-002,2.33766e-001
-2.302506400000e-002,2.29745e-001
-2.300006400000e-002,2.25725e-001
-2.297506400000e-002,2.25725e-001
-2.295006400000e-002,2.17685e-001
-2.292506400000e-002,2.17685e-001
-2.290006400000e-002,2.13665e-001
-2.287506400000e-002,2.09645e-001
-2.285006400000e-002,2.05625e-001
-2.282506400000e-002,2.01605e-001
-2.280006400000e-002,2.01605e-001
-2.277506400000e-002,1.97585e-001
-2.275006400000e-002,1.93565e-001
-2.272506400000e-002,1.89544e-001
-2.270006400000e-002,1.85524e-001
-2.267506400000e-002,1.81504e-001
-2.265006400000e-002,1.81504e-001
-2.262506400000e-002,1.77484e-001
-2.260006400000e-002,1.77484e-001
-2.257506400000e-002,1.77484e-001
-2.255006400000e-002,1.73464e-001
-2.252506400000e-002,1.73464e-001
-2.250006400000e-002,1.73464e-001
-2.247506400000e-002,1.73464e-001
-2.245006400000e-002,1.73464e-001
-2.242506400000e-002,1.73464e-001
-2.240006400000e-002,1.73464e-001
-2.237506400000e-002,1.77484e-001
-2.235006400000e-002,1.81504e-001
-2.232506400000e-002,1.85524e-001
-2.230006400000e-002,1.85524e-001
-2.227506400000e-002,1.93565e-001
-2.225006400000e-002,2.01605e-001
-2.222506400000e-002,2.05625e-001
-2.220006400000e-002,2.09645e-001
-2.217506400000e-002,2.17685e-001
-2.215006400000e-002,2.25725e-001
-2.212506400000e-002,2.37786e-001
-2.210006400000e-002,2.45826e-001
-2.207506400000e-002,2.53866e-001
-2.205006400000e-002,2.65926e-001
-2.202506400000e-002,2.73967e-001
-2.200006400000e-002,2.82007e-001
-2.197506400000e-002,2.98087e-001
-2.195006400000e-002,3.06127e-001
-2.192506400000e-002,3.18188e-001
-2.190006400000e-002,3.30248e-001
-2.187506400000e-002,3.38288e-001
-2.185006400000e-002,3.54369e-001
-2.182506400000e-002,3.62409e-001
-2.180006400000e-002,3.74469e-001
-2.177506400000e-002,3.86529e-001
-2.175006400000e-002,3.94570e-001
-2.172506400000e-002,4.10650e-001
-2.170006400000e-002,4.22710e-001
-2.167506400000e-002,4.30751e-001
-2.165006400000e-002,4.42811e-001
-2.162506400000e-002,4.54871e-001
-2.160006400000e-002,4.62911e-001
-2.157506400000e-002,4.74972e-001
-2.155006400000e-002,4.87032e-001
-2.152506400000e-002,4.99092e-001
-2.150006400000e-002,5.07132e-001
-2.147506400000e-002,5.15173e-001
-2.145006400000e-002,5.27233e-001
-2.142506400000e-002,5.35273e-001
-2.140006400000e-002,5.43313e-001
-2.137506400000e-002,5.51354e-001
-2.135006400000e-002,5.55374e-001
-2.132506400000e-002,5.67434e-001
-2.130006400000e-002,5.71454e-001
-2.127506400000e-002,5.79494e-001
-2.125006400000e-002,5.83514e-001
-2.122506400000e-002,5.87534e-001
-2.120006400000e-002,5.91555e-001
-2.117506400000e-002,5.95575e-001
-2.115006400000e-002,5.95575e-001
-2.112506400000e-002,5.99595e-001
-2.110006400000e-002,5.99595e-001
-2.107506400000e-002,6.03615e-001
-2.105006400000e-002,6.03615e-001
-2.102506400000e-002,6.03615e-001
-2.100006400000e-002,6.03615e-001
-2.097506400000e-002,6.03615e-001
-2.095006400000e-002,5.99595e-001
-2.092506400000e-002,5.99595e-001
-2.090006400000e-002,5.99595e-001
-2.087506400000e-002,5.95575e-001
-2.085006400000e-002,5.91555e-001
-2.082506400000e-002,5.91555e-001
-2.080006400000e-002,5.87534e-001
-2.077506400000e-002,5.83514e-001
-2.075006400000e-002,5.75474e-001
